,id,timestamp,benchmark,kind,domain,dwarf,preset,mode,framework,version,details,validated,time
358,359,1734471528,gemver,microbench,LinAlg,dense_linear_algebra,5000,main,numba,0.60.0,nopython-mode,1,0.5716099231503904
359,360,1734471528,gemver,microbench,LinAlg,dense_linear_algebra,5000,main,numba,0.60.0,nopython-mode,1,0.5787911538500339
360,361,1734471528,gemver,microbench,LinAlg,dense_linear_algebra,5000,main,numba,0.60.0,nopython-mode-parallel,1,0.3979887240566313
361,362,1734471528,gemver,microbench,LinAlg,dense_linear_algebra,5000,main,numba,0.60.0,nopython-mode-parallel,1,0.39253474795259535
362,363,1734471528,gemver,microbench,LinAlg,dense_linear_algebra,5000,main,numba,0.60.0,nopython-mode-parallel,1,0.415217389119789
363,364,1734471528,gemver,microbench,LinAlg,dense_linear_algebra,5000,main,numba,0.60.0,nopython-mode-parallel,1,0.3849455639719963
364,365,1734471528,gemver,microbench,LinAlg,dense_linear_algebra,5000,main,numba,0.60.0,nopython-mode-parallel,1,0.3908786450047046
365,366,1734471528,gemver,microbench,LinAlg,dense_linear_algebra,5000,main,numba,0.60.0,nopython-mode-parallel,1,0.39309817599132657
366,367,1734471528,gemver,microbench,LinAlg,dense_linear_algebra,5000,main,numba,0.60.0,nopython-mode-parallel,1,0.3980769170448184
367,368,1734471528,gemver,microbench,LinAlg,dense_linear_algebra,5000,main,numba,0.60.0,nopython-mode-parallel,1,0.38791794888675213
368,369,1734471528,gemver,microbench,LinAlg,dense_linear_algebra,5000,main,numba,0.60.0,nopython-mode-parallel,1,0.38226493704132736
369,370,1734471528,gemver,microbench,LinAlg,dense_linear_algebra,5000,main,numba,0.60.0,nopython-mode-parallel,1,0.3797598360106349
370,371,1734471556,gemver,microbench,LinAlg,dense_linear_algebra,6000,main,numba,0.60.0,nopython-mode,1,0.7998002008534968
371,372,1734471556,gemver,microbench,LinAlg,dense_linear_algebra,6000,main,numba,0.60.0,nopython-mode,1,0.8047008188441396
372,373,1734471556,gemver,microbench,LinAlg,dense_linear_algebra,6000,main,numba,0.60.0,nopython-mode,1,0.8070375740062445
373,374,1734471556,gemver,microbench,LinAlg,dense_linear_algebra,6000,main,numba,0.60.0,nopython-mode,1,0.8042280129157007
374,375,1734471556,gemver,microbench,LinAlg,dense_linear_algebra,6000,main,numba,0.60.0,nopython-mode,1,0.8001862429082394
375,376,1734471556,gemver,microbench,LinAlg,dense_linear_algebra,6000,main,numba,0.60.0,nopython-mode,1,0.8159339709673077
376,377,1734471556,gemver,microbench,LinAlg,dense_linear_algebra,6000,main,numba,0.60.0,nopython-mode,1,0.809108710847795
377,378,1734471556,gemver,microbench,LinAlg,dense_linear_algebra,6000,main,numba,0.60.0,nopython-mode,1,0.8136514280922711
378,379,1734471556,gemver,microbench,LinAlg,dense_linear_algebra,6000,main,numba,0.60.0,nopython-mode,1,0.7977174241095781
379,380,1734471556,gemver,microbench,LinAlg,dense_linear_algebra,6000,main,numba,0.60.0,nopython-mode,1,0.804673109203577
380,381,1734471556,gemver,microbench,LinAlg,dense_linear_algebra,6000,main,numba,0.60.0,nopython-mode-parallel,1,0.5259135288652033
381,382,1734471556,gemver,microbench,LinAlg,dense_linear_algebra,6000,main,numba,0.60.0,nopython-mode-parallel,1,0.5464761019684374
382,383,1734471556,gemver,microbench,LinAlg,dense_linear_algebra,6000,main,numba,0.60.0,nopython-mode-parallel,1,0.5461236611008644
383,384,1734471556,gemver,microbench,LinAlg,dense_linear_algebra,6000,main,numba,0.60.0,nopython-mode-parallel,1,0.5480978740379214
384,385,1734471556,gemver,microbench,LinAlg,dense_linear_algebra,6000,main,numba,0.60.0,nopython-mode-parallel,1,0.5506812981329858
385,386,1734471556,gemver,microbench,LinAlg,dense_linear_algebra,6000,main,numba,0.60.0,nopython-mode-parallel,1,0.5223399540409446
386,387,1734471556,gemver,microbench,LinAlg,dense_linear_algebra,6000,main,numba,0.60.0,nopython-mode-parallel,1,0.5294830340426415
387,388,1734471556,gemver,microbench,LinAlg,dense_linear_algebra,6000,main,numba,0.60.0,nopython-mode-parallel,1,0.5333740201313049
388,389,1734471556,gemver,microbench,LinAlg,dense_linear_algebra,6000,main,numba,0.60.0,nopython-mode-parallel,1,0.5069290469400585
389,390,1734471556,gemver,microbench,LinAlg,dense_linear_algebra,6000,main,numba,0.60.0,nopython-mode-parallel,1,0.5402892720885575
390,391,1734471588,gemver,microbench,LinAlg,dense_linear_algebra,7000,main,numba,0.60.0,nopython-mode,1,1.0800544789526612
391,392,1734471588,gemver,microbench,LinAlg,dense_linear_algebra,7000,main,numba,0.60.0,nopython-mode,1,1.0787981289904565
392,393,1734471588,gemver,microbench,LinAlg,dense_linear_algebra,7000,main,numba,0.60.0,nopython-mode,1,1.084474481875077
393,394,1734471588,gemver,microbench,LinAlg,dense_linear_algebra,7000,main,numba,0.60.0,nopython-mode,1,1.0827220850624144
394,395,1734471588,gemver,microbench,LinAlg,dense_linear_algebra,7000,main,numba,0.60.0,nopython-mode,1,1.085191594902426
395,396,1734471588,gemver,microbench,LinAlg,dense_linear_algebra,7000,main,numba,0.60.0,nopython-mode,1,1.0845513041131198
396,397,1734471588,gemver,microbench,LinAlg,dense_linear_algebra,7000,main,numba,0.60.0,nopython-mode,1,1.0889473559800535
397,398,1734471588,gemver,microbench,LinAlg,dense_linear_algebra,7000,main,numba,0.60.0,nopython-mode,1,1.0896896901540458
398,399,1734471588,gemver,microbench,LinAlg,dense_linear_algebra,7000,main,numba,0.60.0,nopython-mode,1,1.0934420810081065
399,400,1734471588,gemver,microbench,LinAlg,dense_linear_algebra,7000,main,numba,0.60.0,nopython-mode,1,1.0908242359291762
400,401,1734471588,gemver,microbench,LinAlg,dense_linear_algebra,7000,main,numba,0.60.0,nopython-mode-parallel,1,0.6876183738932014
401,402,1734471588,gemver,microbench,LinAlg,dense_linear_algebra,7000,main,numba,0.60.0,nopython-mode-parallel,1,0.6964307490270585
402,403,1734471588,gemver,microbench,LinAlg,dense_linear_algebra,7000,main,numba,0.60.0,nopython-mode-parallel,1,0.7218181269709021
403,404,1734471588,gemver,microbench,LinAlg,dense_linear_algebra,7000,main,numba,0.60.0,nopython-mode-parallel,1,0.7155889859423041
404,405,1734471588,gemver,microbench,LinAlg,dense_linear_algebra,7000,main,numba,0.60.0,nopython-mode-parallel,1,0.7128760379273444
405,406,1734471588,gemver,microbench,LinAlg,dense_linear_algebra,7000,main,numba,0.60.0,nopython-mode-parallel,1,0.6969458251260221
406,407,1734471588,gemver,microbench,LinAlg,dense_linear_algebra,7000,main,numba,0.60.0,nopython-mode-parallel,1,0.7201513629406691
407,408,1734471588,gemver,microbench,LinAlg,dense_linear_algebra,7000,main,numba,0.60.0,nopython-mode-parallel,1,0.6914972888771445
408,409,1734471588,gemver,microbench,LinAlg,dense_linear_algebra,7000,main,numba,0.60.0,nopython-mode-parallel,1,0.6884017789270729
409,410,1734471588,gemver,microbench,LinAlg,dense_linear_algebra,7000,main,numba,0.60.0,nopython-mode-parallel,1,0.7041026460938156
410,411,1734471627,gemver,microbench,LinAlg,dense_linear_algebra,8000,main,numba,0.60.0,nopython-mode,1,1.3867630909662694
411,412,1734471627,gemver,microbench,LinAlg,dense_linear_algebra,8000,main,numba,0.60.0,nopython-mode,1,1.3886475812178105
412,413,1734471627,gemver,microbench,LinAlg,dense_linear_algebra,8000,main,numba,0.60.0,nopython-mode,1,1.3813998480327427
413,414,1734471627,gemver,microbench,LinAlg,dense_linear_algebra,8000,main,numba,0.60.0,nopython-mode,1,1.3828567650634795
414,415,1734471627,gemver,microbench,LinAlg,dense_linear_algebra,8000,main,numba,0.60.0,nopython-mode,1,1.37963453005068
415,416,1734471627,gemver,microbench,LinAlg,dense_linear_algebra,8000,main,numba,0.60.0,nopython-mode,1,1.3862110329791903
416,417,1734471627,gemver,microbench,LinAlg,dense_linear_algebra,8000,main,numba,0.60.0,nopython-mode,1,1.3891840688884258
417,418,1734471627,gemver,microbench,LinAlg,dense_linear_algebra,8000,main,numba,0.60.0,nopython-mode,1,1.390182910952717
418,419,1734471627,gemver,microbench,LinAlg,dense_linear_algebra,8000,main,numba,0.60.0,nopython-mode,1,1.393913091160357
419,420,1734471627,gemver,microbench,LinAlg,dense_linear_algebra,8000,main,numba,0.60.0,nopython-mode,1,1.3926049689762294
420,421,1734471627,gemver,microbench,LinAlg,dense_linear_algebra,8000,main,numba,0.60.0,nopython-mode-parallel,1,0.9262183590326458
421,422,1734471627,gemver,microbench,LinAlg,dense_linear_algebra,8000,main,numba,0.60.0,nopython-mode-parallel,1,0.9057463989593089
422,423,1734471627,gemver,microbench,LinAlg,dense_linear_algebra,8000,main,numba,0.60.0,nopython-mode-parallel,1,0.9051119380164891
423,424,1734471627,gemver,microbench,LinAlg,dense_linear_algebra,8000,main,numba,0.60.0,nopython-mode-parallel,1,0.941352287074551
424,425,1734471627,gemver,microbench,LinAlg,dense_linear_algebra,8000,main,numba,0.60.0,nopython-mode-parallel,1,0.9247929828707129
425,426,1734471627,gemver,microbench,LinAlg,dense_linear_algebra,8000,main,numba,0.60.0,nopython-mode-parallel,1,0.8906067211646587
426,427,1734471627,gemver,microbench,LinAlg,dense_linear_algebra,8000,main,numba,0.60.0,nopython-mode-parallel,1,0.9069715780206025
427,428,1734471627,gemver,microbench,LinAlg,dense_linear_algebra,8000,main,numba,0.60.0,nopython-mode-parallel,1,0.8559634329285473
428,429,1734471627,gemver,microbench,LinAlg,dense_linear_algebra,8000,main,numba,0.60.0,nopython-mode-parallel,1,0.9487310249824077
429,430,1734471627,gemver,microbench,LinAlg,dense_linear_algebra,8000,main,numba,0.60.0,nopython-mode-parallel,1,0.8885975361336023
430,431,1734471674,gemver,microbench,LinAlg,dense_linear_algebra,9000,main,numba,0.60.0,nopython-mode,1,1.7594749808777124
431,432,1734471674,gemver,microbench,LinAlg,dense_linear_algebra,9000,main,numba,0.60.0,nopython-mode,1,1.7532146689482033
432,433,1734471674,gemver,microbench,LinAlg,dense_linear_algebra,9000,main,numba,0.60.0,nopython-mode,1,1.764680088032037
433,434,1734471674,gemver,microbench,LinAlg,dense_linear_algebra,9000,main,numba,0.60.0,nopython-mode,1,1.7535662490408868
434,435,1734471674,gemver,microbench,LinAlg,dense_linear_algebra,9000,main,numba,0.60.0,nopython-mode,1,1.7627612059004605
435,436,1734471674,gemver,microbench,LinAlg,dense_linear_algebra,9000,main,numba,0.60.0,nopython-mode,1,1.7712874608114362
436,437,1734471674,gemver,microbench,LinAlg,dense_linear_algebra,9000,main,numba,0.60.0,nopython-mode,1,1.7731024101376534
437,438,1734471674,gemver,microbench,LinAlg,dense_linear_algebra,9000,main,numba,0.60.0,nopython-mode,1,1.7736726989969611
438,439,1734471674,gemver,microbench,LinAlg,dense_linear_algebra,9000,main,numba,0.60.0,nopython-mode,1,1.774353250861168
439,440,1734471674,gemver,microbench,LinAlg,dense_linear_algebra,9000,main,numba,0.60.0,nopython-mode,1,1.7811470299493521
440,441,1734471674,gemver,microbench,LinAlg,dense_linear_algebra,9000,main,numba,0.60.0,nopython-mode-parallel,1,1.158920583780855
441,442,1734471674,gemver,microbench,LinAlg,dense_linear_algebra,9000,main,numba,0.60.0,nopython-mode-parallel,1,1.1246358780190349
442,443,1734471674,gemver,microbench,LinAlg,dense_linear_algebra,9000,main,numba,0.60.0,nopython-mode-parallel,1,1.1204158831387758
443,444,1734471674,gemver,microbench,LinAlg,dense_linear_algebra,9000,main,numba,0.60.0,nopython-mode-parallel,1,1.1459325249306858
444,445,1734471674,gemver,microbench,LinAlg,dense_linear_algebra,9000,main,numba,0.60.0,nopython-mode-parallel,1,1.1235600130166858
445,446,1734471674,gemver,microbench,LinAlg,dense_linear_algebra,9000,main,numba,0.60.0,nopython-mode-parallel,1,1.1164315838832408
446,447,1734471674,gemver,microbench,LinAlg,dense_linear_algebra,9000,main,numba,0.60.0,nopython-mode-parallel,1,1.122749658068642
447,448,1734471674,gemver,microbench,LinAlg,dense_linear_algebra,9000,main,numba,0.60.0,nopython-mode-parallel,1,1.1180253261700273
448,449,1734471674,gemver,microbench,LinAlg,dense_linear_algebra,9000,main,numba,0.60.0,nopython-mode-parallel,1,1.131904263049364
449,450,1734471674,gemver,microbench,LinAlg,dense_linear_algebra,9000,main,numba,0.60.0,nopython-mode-parallel,1,1.1287017890717834
450,451,1734471727,gemver,microbench,LinAlg,dense_linear_algebra,10000,main,numba,0.60.0,nopython-mode,1,2.17284354288131
451,452,1734471727,gemver,microbench,LinAlg,dense_linear_algebra,10000,main,numba,0.60.0,nopython-mode,1,2.1565784090198576
452,453,1734471727,gemver,microbench,LinAlg,dense_linear_algebra,10000,main,numba,0.60.0,nopython-mode,1,2.168878246098757
453,454,1734471727,gemver,microbench,LinAlg,dense_linear_algebra,10000,main,numba,0.60.0,nopython-mode,1,2.1519314490724355
454,455,1734471727,gemver,microbench,LinAlg,dense_linear_algebra,10000,main,numba,0.60.0,nopython-mode,1,2.166717026149854
455,456,1734471727,gemver,microbench,LinAlg,dense_linear_algebra,10000,main,numba,0.60.0,nopython-mode,1,2.1461620829068124
456,457,1734471727,gemver,microbench,LinAlg,dense_linear_algebra,10000,main,numba,0.60.0,nopython-mode,1,2.1606882009655237
457,458,1734471727,gemver,microbench,LinAlg,dense_linear_algebra,10000,main,numba,0.60.0,nopython-mode,1,2.157908861991018
458,459,1734471727,gemver,microbench,LinAlg,dense_linear_algebra,10000,main,numba,0.60.0,nopython-mode,1,2.152099483879283
459,460,1734471727,gemver,microbench,LinAlg,dense_linear_algebra,10000,main,numba,0.60.0,nopython-mode,1,2.1540753359440714
460,461,1734471727,gemver,microbench,LinAlg,dense_linear_algebra,10000,main,numba,0.60.0,nopython-mode-parallel,1,1.333955560112372
461,462,1734471727,gemver,microbench,LinAlg,dense_linear_algebra,10000,main,numba,0.60.0,nopython-mode-parallel,1,1.337318979203701
462,463,1734471727,gemver,microbench,LinAlg,dense_linear_algebra,10000,main,numba,0.60.0,nopython-mode-parallel,1,1.3358608919661492
463,464,1734471727,gemver,microbench,LinAlg,dense_linear_algebra,10000,main,numba,0.60.0,nopython-mode-parallel,1,1.3393492139875889
464,465,1734471727,gemver,microbench,LinAlg,dense_linear_algebra,10000,main,numba,0.60.0,nopython-mode-parallel,1,1.4220653609372675
465,466,1734471727,gemver,microbench,LinAlg,dense_linear_algebra,10000,main,numba,0.60.0,nopython-mode-parallel,1,1.362356215948239
466,467,1734471727,gemver,microbench,LinAlg,dense_linear_algebra,10000,main,numba,0.60.0,nopython-mode-parallel,1,1.3325039730407298
467,468,1734471727,gemver,microbench,LinAlg,dense_linear_algebra,10000,main,numba,0.60.0,nopython-mode-parallel,1,1.352296900935471
468,469,1734471727,gemver,microbench,LinAlg,dense_linear_algebra,10000,main,numba,0.60.0,nopython-mode-parallel,1,1.3507773131132126
469,470,1734471727,gemver,microbench,LinAlg,dense_linear_algebra,10000,main,numba,0.60.0,nopython-mode-parallel,1,1.3475151180755347
470,471,1734471790,gemver,microbench,LinAlg,dense_linear_algebra,11000,main,numba,0.60.0,nopython-mode,1,2.584835920948535
471,472,1734471790,gemver,microbench,LinAlg,dense_linear_algebra,11000,main,numba,0.60.0,nopython-mode,1,2.5928763521369547
472,473,1734471790,gemver,microbench,LinAlg,dense_linear_algebra,11000,main,numba,0.60.0,nopython-mode,1,2.6039027362130582
473,474,1734471790,gemver,microbench,LinAlg,dense_linear_algebra,11000,main,numba,0.60.0,nopython-mode,1,2.604353700997308
474,475,1734471790,gemver,microbench,LinAlg,dense_linear_algebra,11000,main,numba,0.60.0,nopython-mode,1,2.608945078914985
475,476,1734471790,gemver,microbench,LinAlg,dense_linear_algebra,11000,main,numba,0.60.0,nopython-mode,1,2.6007170148659497
476,477,1734471790,gemver,microbench,LinAlg,dense_linear_algebra,11000,main,numba,0.60.0,nopython-mode,1,2.6101294979453087
477,478,1734471790,gemver,microbench,LinAlg,dense_linear_algebra,11000,main,numba,0.60.0,nopython-mode,1,2.6077510418836027
478,479,1734471790,gemver,microbench,LinAlg,dense_linear_algebra,11000,main,numba,0.60.0,nopython-mode,1,2.603760562837124
479,480,1734471790,gemver,microbench,LinAlg,dense_linear_algebra,11000,main,numba,0.60.0,nopython-mode,1,2.6057147360406816
480,481,1734471790,gemver,microbench,LinAlg,dense_linear_algebra,11000,main,numba,0.60.0,nopython-mode-parallel,1,1.631607510149479
481,482,1734471790,gemver,microbench,LinAlg,dense_linear_algebra,11000,main,numba,0.60.0,nopython-mode-parallel,1,1.6288481620140374
482,483,1734471790,gemver,microbench,LinAlg,dense_linear_algebra,11000,main,numba,0.60.0,nopython-mode-parallel,1,1.6229564119130373
483,484,1734471790,gemver,microbench,LinAlg,dense_linear_algebra,11000,main,numba,0.60.0,nopython-mode-parallel,1,1.6126194789540023
484,485,1734471790,gemver,microbench,LinAlg,dense_linear_algebra,11000,main,numba,0.60.0,nopython-mode-parallel,1,1.6067821099422872
485,486,1734471790,gemver,microbench,LinAlg,dense_linear_algebra,11000,main,numba,0.60.0,nopython-mode-parallel,1,1.60657457401976
486,487,1734471790,gemver,microbench,LinAlg,dense_linear_algebra,11000,main,numba,0.60.0,nopython-mode-parallel,1,1.621083651902154
487,488,1734471790,gemver,microbench,LinAlg,dense_linear_algebra,11000,main,numba,0.60.0,nopython-mode-parallel,1,1.608073771931231
488,489,1734471790,gemver,microbench,LinAlg,dense_linear_algebra,11000,main,numba,0.60.0,nopython-mode-parallel,1,1.6097351959906518
489,490,1734471790,gemver,microbench,LinAlg,dense_linear_algebra,11000,main,numba,0.60.0,nopython-mode-parallel,1,1.6145444898866117
490,491,1734471862,gemver,microbench,LinAlg,dense_linear_algebra,12000,main,numba,0.60.0,nopython-mode,1,3.071064454037696
491,492,1734471862,gemver,microbench,LinAlg,dense_linear_algebra,12000,main,numba,0.60.0,nopython-mode,1,3.053525170078501
492,493,1734471862,gemver,microbench,LinAlg,dense_linear_algebra,12000,main,numba,0.60.0,nopython-mode,1,3.0604248722083867
493,494,1734471862,gemver,microbench,LinAlg,dense_linear_algebra,12000,main,numba,0.60.0,nopython-mode,1,3.0716254841536283
494,495,1734471862,gemver,microbench,LinAlg,dense_linear_algebra,12000,main,numba,0.60.0,nopython-mode,1,3.0621045369189233
495,496,1734471862,gemver,microbench,LinAlg,dense_linear_algebra,12000,main,numba,0.60.0,nopython-mode,1,3.0677328379824758
496,497,1734471862,gemver,microbench,LinAlg,dense_linear_algebra,12000,main,numba,0.60.0,nopython-mode,1,3.0544674408156425
497,498,1734471862,gemver,microbench,LinAlg,dense_linear_algebra,12000,main,numba,0.60.0,nopython-mode,1,3.061141155892983
498,499,1734471862,gemver,microbench,LinAlg,dense_linear_algebra,12000,main,numba,0.60.0,nopython-mode,1,3.0784421938005835
499,500,1734471862,gemver,microbench,LinAlg,dense_linear_algebra,12000,main,numba,0.60.0,nopython-mode,1,3.0737909199669957
500,501,1734471862,gemver,microbench,LinAlg,dense_linear_algebra,12000,main,numba,0.60.0,nopython-mode-parallel,1,1.8870731911156327
501,502,1734471862,gemver,microbench,LinAlg,dense_linear_algebra,12000,main,numba,0.60.0,nopython-mode-parallel,1,1.9138923059217632
502,503,1734471862,gemver,microbench,LinAlg,dense_linear_algebra,12000,main,numba,0.60.0,nopython-mode-parallel,1,1.8982594429980963
503,504,1734471862,gemver,microbench,LinAlg,dense_linear_algebra,12000,main,numba,0.60.0,nopython-mode-parallel,1,1.8919365780893713
504,505,1734471862,gemver,microbench,LinAlg,dense_linear_algebra,12000,main,numba,0.60.0,nopython-mode-parallel,1,1.8882160789798945
505,506,1734471862,gemver,microbench,LinAlg,dense_linear_algebra,12000,main,numba,0.60.0,nopython-mode-parallel,1,1.892775204963982
506,507,1734471862,gemver,microbench,LinAlg,dense_linear_algebra,12000,main,numba,0.60.0,nopython-mode-parallel,1,1.8944714500103146
507,508,1734471862,gemver,microbench,LinAlg,dense_linear_algebra,12000,main,numba,0.60.0,nopython-mode-parallel,1,1.8979684030637145
508,509,1734471862,gemver,microbench,LinAlg,dense_linear_algebra,12000,main,numba,0.60.0,nopython-mode-parallel,1,1.9003604401368648
509,510,1734471862,gemver,microbench,LinAlg,dense_linear_algebra,12000,main,numba,0.60.0,nopython-mode-parallel,1,1.893695194972679
510,511,1734471943,gemver,microbench,LinAlg,dense_linear_algebra,13000,main,numba,0.60.0,nopython-mode,1,3.49871511105448
511,512,1734471943,gemver,microbench,LinAlg,dense_linear_algebra,13000,main,numba,0.60.0,nopython-mode,1,3.52394425496459
512,513,1734471943,gemver,microbench,LinAlg,dense_linear_algebra,13000,main,numba,0.60.0,nopython-mode,1,3.517182257026434
513,514,1734471943,gemver,microbench,LinAlg,dense_linear_algebra,13000,main,numba,0.60.0,nopython-mode,1,3.496925842948258
514,515,1734471943,gemver,microbench,LinAlg,dense_linear_algebra,13000,main,numba,0.60.0,nopython-mode,1,3.520193084143102
515,516,1734471943,gemver,microbench,LinAlg,dense_linear_algebra,13000,main,numba,0.60.0,nopython-mode,1,3.5125907780602574
516,517,1734471943,gemver,microbench,LinAlg,dense_linear_algebra,13000,main,numba,0.60.0,nopython-mode,1,3.5225945010315627
517,518,1734471943,gemver,microbench,LinAlg,dense_linear_algebra,13000,main,numba,0.60.0,nopython-mode,1,3.5199561160989106
518,519,1734471943,gemver,microbench,LinAlg,dense_linear_algebra,13000,main,numba,0.60.0,nopython-mode,1,3.5185553210321814
519,520,1734471943,gemver,microbench,LinAlg,dense_linear_algebra,13000,main,numba,0.60.0,nopython-mode,1,3.508752404944971
520,521,1734471943,gemver,microbench,LinAlg,dense_linear_algebra,13000,main,numba,0.60.0,nopython-mode-parallel,1,2.254592726007104
521,522,1734471943,gemver,microbench,LinAlg,dense_linear_algebra,13000,main,numba,0.60.0,nopython-mode-parallel,1,2.251168806105852
522,523,1734471943,gemver,microbench,LinAlg,dense_linear_algebra,13000,main,numba,0.60.0,nopython-mode-parallel,1,2.202923128148541
523,524,1734471943,gemver,microbench,LinAlg,dense_linear_algebra,13000,main,numba,0.60.0,nopython-mode-parallel,1,2.2237327909097075
524,525,1734471943,gemver,microbench,LinAlg,dense_linear_algebra,13000,main,numba,0.60.0,nopython-mode-parallel,1,2.211690033087507
525,526,1734471943,gemver,microbench,LinAlg,dense_linear_algebra,13000,main,numba,0.60.0,nopython-mode-parallel,1,2.198195386910811
526,527,1734471943,gemver,microbench,LinAlg,dense_linear_algebra,13000,main,numba,0.60.0,nopython-mode-parallel,1,2.233787635108456
527,528,1734471943,gemver,microbench,LinAlg,dense_linear_algebra,13000,main,numba,0.60.0,nopython-mode-parallel,1,2.220814927946776
528,529,1734471943,gemver,microbench,LinAlg,dense_linear_algebra,13000,main,numba,0.60.0,nopython-mode-parallel,1,2.1983443121425807
529,530,1734471943,gemver,microbench,LinAlg,dense_linear_algebra,13000,main,numba,0.60.0,nopython-mode-parallel,1,2.2181289710570127
530,531,1734472036,gemver,microbench,LinAlg,dense_linear_algebra,14000,main,numba,0.60.0,nopython-mode,1,4.084927170071751
531,532,1734472036,gemver,microbench,LinAlg,dense_linear_algebra,14000,main,numba,0.60.0,nopython-mode,1,4.0647558299824595
532,533,1734472036,gemver,microbench,LinAlg,dense_linear_algebra,14000,main,numba,0.60.0,nopython-mode,1,4.095482050906867
533,534,1734472036,gemver,microbench,LinAlg,dense_linear_algebra,14000,main,numba,0.60.0,nopython-mode,1,4.089338973164558
534,535,1734472036,gemver,microbench,LinAlg,dense_linear_algebra,14000,main,numba,0.60.0,nopython-mode,1,4.1032098308205605
535,536,1734472036,gemver,microbench,LinAlg,dense_linear_algebra,14000,main,numba,0.60.0,nopython-mode,1,4.095124771120027
536,537,1734472036,gemver,microbench,LinAlg,dense_linear_algebra,14000,main,numba,0.60.0,nopython-mode,1,4.091363789048046
537,538,1734472036,gemver,microbench,LinAlg,dense_linear_algebra,14000,main,numba,0.60.0,nopython-mode,1,4.092582265846431
538,539,1734472036,gemver,microbench,LinAlg,dense_linear_algebra,14000,main,numba,0.60.0,nopython-mode,1,4.104999818839133
539,540,1734472036,gemver,microbench,LinAlg,dense_linear_algebra,14000,main,numba,0.60.0,nopython-mode,1,4.109627709025517
540,541,1734472036,gemver,microbench,LinAlg,dense_linear_algebra,14000,main,numba,0.60.0,nopython-mode-parallel,1,2.58488069078885
541,542,1734472036,gemver,microbench,LinAlg,dense_linear_algebra,14000,main,numba,0.60.0,nopython-mode-parallel,1,2.5439659210387617
542,543,1734472036,gemver,microbench,LinAlg,dense_linear_algebra,14000,main,numba,0.60.0,nopython-mode-parallel,1,2.5453702060040087
543,544,1734472036,gemver,microbench,LinAlg,dense_linear_algebra,14000,main,numba,0.60.0,nopython-mode-parallel,1,2.564479832071811
544,545,1734472036,gemver,microbench,LinAlg,dense_linear_algebra,14000,main,numba,0.60.0,nopython-mode-parallel,1,2.5485521100927144
545,546,1734472036,gemver,microbench,LinAlg,dense_linear_algebra,14000,main,numba,0.60.0,nopython-mode-parallel,1,2.5350988949649036
546,547,1734472036,gemver,microbench,LinAlg,dense_linear_algebra,14000,main,numba,0.60.0,nopython-mode-parallel,1,2.5428449558094144
547,548,1734472036,gemver,microbench,LinAlg,dense_linear_algebra,14000,main,numba,0.60.0,nopython-mode-parallel,1,2.5314016670454293
548,549,1734472036,gemver,microbench,LinAlg,dense_linear_algebra,14000,main,numba,0.60.0,nopython-mode-parallel,1,2.541609636042267
549,550,1734472036,gemver,microbench,LinAlg,dense_linear_algebra,14000,main,numba,0.60.0,nopython-mode-parallel,1,2.556669072015211
550,551,1734472041,gemver,microbench,LinAlg,dense_linear_algebra,1000,main,pythran,0.17.0,default,1,0.0046295898500829935
551,552,1734472041,gemver,microbench,LinAlg,dense_linear_algebra,1000,main,pythran,0.17.0,default,1,0.004550857003778219
552,553,1734472041,gemver,microbench,LinAlg,dense_linear_algebra,1000,main,pythran,0.17.0,default,1,0.004459383897483349
553,554,1734472041,gemver,microbench,LinAlg,dense_linear_algebra,1000,main,pythran,0.17.0,default,1,0.005115065025165677
554,555,1734472041,gemver,microbench,LinAlg,dense_linear_algebra,1000,main,pythran,0.17.0,default,1,0.004427642794325948
555,556,1734472041,gemver,microbench,LinAlg,dense_linear_algebra,1000,main,pythran,0.17.0,default,1,0.0044438831973820925
556,557,1734472041,gemver,microbench,LinAlg,dense_linear_algebra,1000,main,pythran,0.17.0,default,1,0.004530586069449782
557,558,1734472041,gemver,microbench,LinAlg,dense_linear_algebra,1000,main,pythran,0.17.0,default,1,0.004529746016487479
558,559,1734472041,gemver,microbench,LinAlg,dense_linear_algebra,1000,main,pythran,0.17.0,default,1,0.004556586965918541
559,560,1734472041,gemver,microbench,LinAlg,dense_linear_algebra,1000,main,pythran,0.17.0,default,1,0.004552316851913929
560,561,1734472048,gemver,microbench,LinAlg,dense_linear_algebra,2000,main,pythran,0.17.0,default,1,0.08344104187563062
561,562,1734472048,gemver,microbench,LinAlg,dense_linear_algebra,2000,main,pythran,0.17.0,default,1,0.08327925601042807
562,563,1734472048,gemver,microbench,LinAlg,dense_linear_algebra,2000,main,pythran,0.17.0,default,1,0.07835927698761225
563,564,1734472048,gemver,microbench,LinAlg,dense_linear_algebra,2000,main,pythran,0.17.0,default,1,0.081366544123739
564,565,1734472048,gemver,microbench,LinAlg,dense_linear_algebra,2000,main,pythran,0.17.0,default,1,0.0815021488815546
565,566,1734472048,gemver,microbench,LinAlg,dense_linear_algebra,2000,main,pythran,0.17.0,default,1,0.08193927188403904
566,567,1734472048,gemver,microbench,LinAlg,dense_linear_algebra,2000,main,pythran,0.17.0,default,1,0.0814630480017513
567,568,1734472048,gemver,microbench,LinAlg,dense_linear_algebra,2000,main,pythran,0.17.0,default,1,0.08145561814308167
